STATIONID,Latitude,Longitude,LAKEID,County,Lake,Station,Study,water type
Hil-Aliver214-3-1,27.8573,-82.2691,Hil-Aliver214-3,Hillsborough,Alafia River-214-3,1,LW,River/Stream
Hil-Aliver215-1-1,27.862,-82.1387,Hil-Aliver215-1,Hillsborough,Alafia River-215-1,1,LW,River/Stream
Hil-Aliver215-2-1,27.862,-82.1387,Hil-Aliver215-2,Hillsborough,Alafia River-215-2,1,LW,River/Stream
Hil-Aliver215-3-1,27.862,-82.1387,Hil-Aliver215-3,Hillsborough,Alafia River-215-3,1,LW,River/Stream
Hil-Aliver216-1-1,27.7627,-82.138,Hil-Aliver216-1,Hillsborough,Alafia River-216-1,1,LW,River/Stream
Hil-Aliver216-2-1,27.7627,-82.138,Hil-Aliver216-2,Hillsborough,Alafia River-216-2,1,LW,River/Stream
Hil-Aliver216-3-1,27.7627,-82.138,Hil-Aliver216-3,Hillsborough,Alafia River-216-3,1,LW,River/Stream
Hil-Aliver220-1-1,27.8662,-82.3125,Hil-Aliver220-1,Hillsborough,Alafia River-220-1,1,LW,River/Stream
Hil-Aliver220-2-1,27.8662,-82.3125,Hil-Aliver220-2,Hillsborough,Alafia River-220-2,1,LW,River/Stream
Hil-Aliver220-3-1,27.8662,-82.3125,Hil-Aliver220-3,Hillsborough,Alafia River-220-3,1,LW,River/Stream
Hil-Aliver221-1-1,27.8715,-82.2871,Hil-Aliver221-1,Hillsborough,Alafia River-221-1,1,LW,River/Stream
Hil-Aliver221-2-1,27.8715,-82.2871,Hil-Aliver221-2,Hillsborough,Alafia River-221-2,1,LW,River/Stream
Hil-Aliver221-3-1,27.8715,-82.2871,Hil-Aliver221-3,Hillsborough,Alafia River-221-3,1,LW,River/Stream
Hil-Aliver223-1-1,27.8585,-82.3451,Hil-Aliver223-1,Hillsborough,Alafia River-223-1,1,LW,River/Stream
Hil-Aliver223-2-1,27.8585,-82.3451,Hil-Aliver223-2,Hillsborough,Alafia River-223-2,1,LW,River/Stream
Hil-Aliver223-3-1,27.8585,-82.3451,Hil-Aliver223-3,Hillsborough,Alafia River-223-3,1,LW,River/Stream
Hil-Aliver224-1-1,27.8622,-82.1373,Hil-Aliver224-1,Hillsborough,Alafia River-224-1,1,LW,River/Stream
Hil-Aliver224-2-1,27.8622,-82.1373,Hil-Aliver224-2,Hillsborough,Alafia River-224-2,1,LW,River/Stream
Hil-Aliver224-3-1,27.8622,-82.1373,Hil-Aliver224-3,Hillsborough,Alafia River-224-3,1,LW,River/Stream
Hil-Albright-1,28.0895,-82.4743,Hil-Albright,Hillsborough,Albright,1,LW,Lake
Hil-Albright-2,28.0891,-82.4746,Hil-Albright,Hillsborough,Albright,2,LW,Lake
Hil-Albright-3,28.0887,-82.4735,Hil-Albright,Hillsborough,Albright,3,LW,Lake
Hil-Alice-1,28.1351,-82.604,Hil-Alice,Hillsborough,Alice,1,LW,Lake
Hil-Alice-2,28.1308,-82.6036,Hil-Alice,Hillsborough,Alice,2,LW,Lake
Hil-Alice-3,28.1328,-82.607,Hil-Alice,Hillsborough,Alice,3,LW,Lake
Hil-Allen-1,28.1579,-82.4873,Hil-Allen,Hillsborough,Allen,1,LW,Lake
Hil-Allen-2,28.1572,-82.4886,Hil-Allen,Hillsborough,Allen,2,LW,Lake
Hil-Allen-3,28.1566,-82.4897,Hil-Allen,Hillsborough,Allen,3,LW,Lake
Hil-Armistead-1,28.1029,-82.5587,Hil-Armistead,Hillsborough,Armistead,1,LW,Lake
Hil-Armistead-2,28.1016,-82.5598,Hil-Armistead,Hillsborough,Armistead,2,LW,Lake
Hil-Armistead-3,28.1004,-82.5606,Hil-Armistead,Hillsborough,Armistead,3,LW,Lake
Hil-Avila-1,28.1047,-82.4738,Hil-Avila,Hillsborough,Avila,1,LW,Lake
Hil-Avila-2,28.1045,-82.4728,Hil-Avila,Hillsborough,Avila,2,LW,Lake
Hil-Avila-3,28.1031,-82.4729,Hil-Avila,Hillsborough,Avila,3,LW,Lake
Hil-Bareek111-1-1,28.0482,-82.2682,Hil-Bareek111-1,Hillsborough,Baker Creek-111-1,1,LW,River/Stream
Hil-Bareek111-2-1,28.0482,-82.2682,Hil-Bareek111-2,Hillsborough,Baker Creek-111-2,1,LW,River/Stream
Hil-Bareek111-3-1,28.0482,-82.2682,Hil-Bareek111-3,Hillsborough,Baker Creek-111-3,1,LW,River/Stream
Hil-Bay-1,28.072,-82.5014,Hil-Bay,Hillsborough,Bay,1,LW,Lake
Hil-Bay-2,28.0709,-82.4997,Hil-Bay,Hillsborough,Bay,2,LW,Lake
Hil-Bay-3,28.0698,-82.5016,Hil-Bay,Hillsborough,Bay,3,LW,Lake
Hil-BelleWil-1,28.0702,-82.4927,Hil-BelleWil,Hillsborough,Belle Wildlife Pond,1,LW,Lake
Hil-BelleWil-2,28.0699,-82.4927,Hil-BelleWil,Hillsborough,Belle Wildlife Pond,2,LW,Lake
Hil-BelleWil-3,28.0697,-82.4927,Hil-BelleWil,Hillsborough,Belle Wildlife Pond,3,LW,Lake
Hil-Blreek114-1-1,28.1397,-82.1502,Hil-Blreek114-1,Hillsborough,Blackwater Creek-114-1,1,LW,River/Stream
Hil-Blreek114-2-1,28.1397,-82.1502,Hil-Blreek114-2,Hillsborough,Blackwater Creek-114-2,1,LW,River/Stream
Hil-Blreek114-3-1,28.1397,-82.1502,Hil-Blreek114-3,Hillsborough,Blackwater Creek-114-3,1,LW,River/Stream
Hil-Blreek150-1-1,28.1396,-82.124,Hil-Blreek150-1,Hillsborough,Blackwater Creek-150-1,1,LW,River/Stream
Hil-Blreek150-2-1,28.1396,-82.124,Hil-Blreek150-2,Hillsborough,Blackwater Creek-150-2,1,LW,River/Stream
Hil-Blreek150-3-1,28.1396,-82.124,Hil-Blreek150-3,Hillsborough,Blackwater Creek-150-3,1,LW,River/Stream
Hil-Boot-1,28.043,-82.4831,Hil-Boot,Hillsborough,Boot,1,LW,Lake
Hil-Boot-2,28.0408,-82.4831,Hil-Boot,Hillsborough,Boot,2,LW,Lake
Hil-Boot-3,28.0412,-82.486,Hil-Boot,Hillsborough,Boot,3,LW,Lake
Hil-Brant-1,28.128,-82.4716,Hil-Brant,Hillsborough,Brant,1,LW,Lake
Hil-Brant-2,28.1258,-82.47,Hil-Brant,Hillsborough,Brant,2,LW,Lake
Hil-Brant-3,28.1259,-82.4733,Hil-Brant,Hillsborough,Brant,3,LW,Lake
Hil-Breckenridge-1,28.1344,-82.6334,Hil-Breckenridge,Hillsborough,Breckenridge,1,LW,Lake
Hil-Breckenridge-2,28.1367,-82.6338,Hil-Breckenridge,Hillsborough,Breckenridge,2,LW,Lake
Hil-Breckenridge-3,28.1385,-82.6344,Hil-Breckenridge,Hillsborough,Breckenridge,3,LW,Lake
Hil-Brooker-1,28.1601,-82.4775,Hil-Brooker,Hillsborough,Brooker,1,LW,Lake
Hil-Brooker-2,28.1586,-82.4774,Hil-Brooker,Hillsborough,Brooker,2,LW,Lake
Hil-Brooker-3,28.1578,-82.4773,Hil-Brooker,Hillsborough,Brooker,3,LW,Lake
Hil-Brreek330-1-1,28.1307,-82.5667,Hil-Brreek330-1,Hillsborough,Brooker Creek-330-1,1,LW,River/Stream
Hil-Brreek330-2-1,28.1307,-82.5667,Hil-Brreek330-2,Hillsborough,Brooker Creek-330-2,1,LW,River/Stream
Hil-Brreek330-3-1,28.1307,-82.5667,Hil-Brreek330-3,Hillsborough,Brooker Creek-330-3,1,LW,River/Stream
Hil-Creek-305-1-1,28.0747,-82.5302,Hil-Creek-305-1,Hillsborough,Brushy Creek-305-1,1,LW,River/Stream
Hil-Creek-305-2-1,28.0747,-82.5302,Hil-Creek-305-2,Hillsborough,Brushy Creek-305-2,1,LW,River/Stream
Hil-Creek-305-3-1,28.0747,-82.5302,Hil-Creek-305-3,Hillsborough,Brushy Creek-305-3,1,LW,River/Stream
Hil-Creek-307-1-1,28.0718,-82.5315,Hil-Creek-307-1,Hillsborough,Brushy Creek-307-1,1,LW,River/Stream
Hil-Creek-307-2-1,28.0718,-82.5315,Hil-Creek-307-2,Hillsborough,Brushy Creek-307-2,1,LW,River/Stream
Hil-Creek-307-3-1,28.0718,-82.5315,Hil-Creek-307-3,Hillsborough,Brushy Creek-307-3,1,LW,River/Stream
Hil-Creek-308-1-1,28.1106,-82.5021,Hil-Creek-308-1,Hillsborough,Brushy Creek-308-1,1,LW,River/Stream
Hil-Creek-308-2-1,28.1106,-82.5021,Hil-Creek-308-2,Hillsborough,Brushy Creek-308-2,1,LW,River/Stream
Hil-Creek-308-3-1,28.1106,-82.5021,Hil-Creek-308-3,Hillsborough,Brushy Creek-308-3,1,LW,River/Stream
Hil-Creek-309-1-1,28.0702,-82.5416,Hil-Creek-309-1,Hillsborough,Brushy Creek-309-1,1,LW,River/Stream
Hil-Creek-309-2-1,28.0702,-82.5416,Hil-Creek-309-2,Hillsborough,Brushy Creek-309-2,1,LW,River/Stream
Hil-Creek-309-3-1,28.0702,-82.5416,Hil-Creek-309-3,Hillsborough,Brushy Creek-309-3,1,LW,River/Stream
Hil-Creek-314-1-1,28.0996,-82.5204,Hil-Creek-314-1,Hillsborough,Brushy Creek-314-1,1,LW,River/Stream
Hil-Creek-314-2-1,28.0996,-82.5204,Hil-Creek-314-2,Hillsborough,Brushy Creek-314-2,1,LW,River/Stream
Hil-Creek-314-3-1,28.0996,-82.5204,Hil-Creek-314-3,Hillsborough,Brushy Creek-314-3,1,LW,River/Stream
Hil-Buck-1,28.1101,-82.6206,Hil-Buck,Hillsborough,Buck,1,LW,Lake
Hil-Buck-2,28.109,-82.618,Hil-Buck,Hillsborough,Buck,2,LW,Lake
Hil-Buck-3,28.1091,-82.6155,Hil-Buck,Hillsborough,Buck,3,LW,Lake
Hil-BFreek211-1-1,27.796,-82.3495,Hil-BFreek211-1,Hillsborough,Bull Frog Creek-211-1,1,LW,River/Stream
Hil-BFreek211-2-1,27.796,-82.3495,Hil-BFreek211-2,Hillsborough,Bull Frog Creek-211-2,1,LW,River/Stream
Hil-BFreek211-3-1,27.796,-82.3495,Hil-BFreek211-3,Hillsborough,Bull Frog Creek-211-3,1,LW,River/Stream
Hil-BFreek241-1-1,27.838,-82.3814,Hil-BFreek241-1,Hillsborough,Bull Frog Creek-241-1,1,LW,River/Stream
Hil-BFreek241-2-1,27.838,-82.3814,Hil-BFreek241-2,Hillsborough,Bull Frog Creek-241-2,1,LW,River/Stream
Hil-BFreek241-3-1,27.838,-82.3814,Hil-BFreek241-3,Hillsborough,Bull Frog Creek-241-3,1,LW,River/Stream
Hil-BFreek340-1-1,27.753,-82.335,Hil-BFreek340-1,Hillsborough,Bull Frog Creek-340-1,1,LW,River/Stream
Hil-BFreek340-2-1,27.753,-82.335,Hil-BFreek340-2,Hillsborough,Bull Frog Creek-340-2,1,LW,River/Stream
Hil-BFreek340-3-1,27.753,-82.335,Hil-BFreek340-3,Hillsborough,Bull Frog Creek-340-3,1,LW,River/Stream
Hil-Burrell-1,28.0975,-82.4478,Hil-Burrell,Hillsborough,Burrell,1,LW,Lake
Hil-Burrell-2,28.0964,-82.447,Hil-Burrell,Hillsborough,Burrell,2,LW,Lake
Hil-Burrell-3,28.0956,-82.4463,Hil-Burrell,Hillsborough,Burrell,3,LW,Lake
Hil-Byp-C140-1-1,27.9951,-82.35,Hil-Byp-C140-1,Hillsborough,Bypass Canal-140-1,1,LW,River/Stream
Hil-Byp-C140-2-1,27.9951,-82.35,Hil-Byp-C140-2,Hillsborough,Bypass Canal-140-2,1,LW,River/Stream
Hil-Byp-C140-3-1,27.9951,-82.35,Hil-Byp-C140-3,Hillsborough,Bypass Canal-140-3,1,LW,River/Stream
Hil-Byrd-1,28.1025,-82.4782,Hil-Byrd,Hillsborough,Byrd,1,LW,Lake
Hil-Byrd-2,28.1015,-82.4789,Hil-Byrd,Hillsborough,Byrd,2,LW,Lake
Hil-Byrd-3,28.1018,-82.4772,Hil-Byrd,Hillsborough,Byrd,3,LW,Lake
Hil-Calm-1,28.1445,-82.5825,Hil-Calm,Hillsborough,Calm,1,LW,Lake
Hil-Calm-2,28.1421,-82.5817,Hil-Calm,Hillsborough,Calm,2,LW,Lake
Hil-Calm-3,28.1404,-82.5803,Hil-Calm,Hillsborough,Calm,3,LW,Lake
Hil-Carlton-1,28.1347,-82.5396,Hil-Carlton,Hillsborough,Carlton,1,LW,Lake
Hil-Carlton-2,28.1328,-82.5407,Hil-Carlton,Hillsborough,Carlton,2,LW,Lake
Hil-Carlton-3,28.1311,-82.5419,Hil-Carlton,Hillsborough,Carlton,3,LW,Lake
Hil-Carlton2-1,27.7142,-82.2408,Hil-Carlton2,Hillsborough,Carlton 2,1,LW,Lake
Hil-Carlton2-2,27.7129,-82.2409,Hil-Carlton2,Hillsborough,Carlton 2,2,LW,Lake
Hil-Carlton2-3,27.7118,-82.2409,Hil-Carlton2,Hillsborough,Carlton 2,3,LW,Lake
Hil-Carroll-1,28.0484,-82.4902,Hil-Carroll,Hillsborough,Carroll,1,LW,Lake
Hil-Carroll-2,28.0519,-82.4869,Hil-Carroll,Hillsborough,Carroll,2,LW,Lake
Hil-Carroll-3,28.0551,-82.4844,Hil-Carroll,Hillsborough,Carroll,3,LW,Lake
Hil-CarrollC-1,28.0473,-82.4859,Hil-CarrollC,Hillsborough,Carroll Cove,1,LW,Lake
Hil-CarrollC-2,28.0458,-82.4851,Hil-CarrollC,Hillsborough,Carroll Cove,2,LW,Lake
Hil-CarrollC-3,28.0442,-82.4851,Hil-CarrollC,Hillsborough,Carroll Cove,3,LW,Lake
Hil-Casey-1,28.0535,-82.5136,Hil-Casey,Hillsborough,Casey,1,LW,Lake
Hil-Casey-2,28.0535,-82.5144,Hil-Casey,Hillsborough,Casey,2,LW,Lake
Hil-Casey-3,28.0535,-82.515,Hil-Casey,Hillsborough,Casey,3,LW,Lake
Hil-CedarEast-1,28.0663,-82.4707,Hil-CedarEast,Hillsborough,Cedar East,1,LW,Lake
Hil-CedarEast-2,28.0658,-82.4704,Hil-CedarEast,Hillsborough,Cedar East,2,LW,Lake
Hil-CedarEast-3,28.0655,-82.4701,Hil-CedarEast,Hillsborough,Cedar East,3,LW,Lake
Hil-CedarWest-1,28.0661,-82.4724,Hil-CedarWest,Hillsborough,Cedar West,1,LW,Lake
Hil-CedarWest-2,28.0656,-82.4725,Hil-CedarWest,Hillsborough,Cedar West,2,LW,Lake
Hil-CedarWest-3,28.065,-82.4726,Hil-CedarWest,Hillsborough,Cedar West,3,LW,Lake
Hil-Chapman-1,28.1071,-82.4646,Hil-Chapman,Hillsborough,Chapman,1,LW,Lake
Hil-Chapman-2,28.1053,-82.4639,Hil-Chapman,Hillsborough,Chapman,2,LW,Lake
Hil-Chapman-3,28.1038,-82.463,Hil-Chapman,Hillsborough,Chapman,3,LW,Lake
Hil-Chapman S-1,27.947,-82.3141,Hil-Chapman S,Hillsborough,Chapman South,1,LW,Lake
Hil-Chapman S-2,27.9456,-82.3134,Hil-Chapman S,Hillsborough,Chapman South,2,LW,Lake
Hil-Chapman S-3,27.9444,-82.3131,Hil-Chapman S,Hillsborough,Chapman South,3,LW,Lake
Hil-Charles-1,28.1165,-82.4802,Hil-Charles,Hillsborough,Charles,1,LW,Lake
Hil-Charles-2,28.1164,-82.481,Hil-Charles,Hillsborough,Charles,2,LW,Lake
Hil-Charles-3,28.1152,-82.4818,Hil-Charles,Hillsborough,Charles,3,LW,Lake
Hil-Church-1,28.1058,-82.6008,Hil-Church,Hillsborough,Church,1,LW,Lake
Hil-Church-2,28.1033,-82.601,Hil-Church,Hillsborough,Church,2,LW,Lake
Hil-Church-3,28.1021,-82.5967,Hil-Church,Hillsborough,Church,3,LW,Lake
Hil-Colebrook-1,28.0995,-82.4515,Hil-Colebrook,Hillsborough,Colebrook,1,LW,Lake
Hil-Colebrook-2,28.0986,-82.4642,Hil-Colebrook,Hillsborough,Colebrook,2,LW,Lake
Hil-Colebrook-3,28.0982,-82.4651,Hil-Colebrook,Hillsborough,Colebrook,3,LW,Lake
Hil-Commiston-1,28.1478,-82.4559,Hil-Commiston,Hillsborough,Commiston,1,LW,Lake
Hil-Commiston-2,28.1474,-82.4548,Hil-Commiston,Hillsborough,Commiston,2,LW,Lake
Hil-Commiston-3,28.1471,-82.4537,Hil-Commiston,Hillsborough,Commiston,3,LW,Lake
Hil-Cool-Kell-1,28.1651,-82.4504,Hil-Cool-Kell,Hillsborough,Cool Kell,1,LW,Lake
Hil-Cool-Kell-2,28.1655,-82.4492,Hil-Cool-Kell,Hillsborough,Cool Kell,2,LW,Lake
Hil-Cool-Kell-3,28.166,-82.4483,Hil-Cool-Kell,Hillsborough,Cool Kell,3,LW,Lake
Hil-Cooper-1,28.1474,-82.4714,Hil-Cooper,Hillsborough,Cooper,1,LW,Lake
Hil-Cooper-2,28.145,-82.4728,Hil-Cooper,Hillsborough,Cooper,2,LW,Lake
Hil-Cooper-3,28.1449,-82.4699,Hil-Cooper,Hillsborough,Cooper,3,LW,Lake
Hil-Cory-1,28.1356,-82.298,Hil-Cory,Hillsborough,Cory,1,LW,Lake
Hil-Cory-2,28.13,-82.3051,Hil-Cory,Hillsborough,Cory,2,LW,Lake
Hil-Cory-3,28.139,-82.306,Hil-Cory,Hillsborough,Cory,3,LW,Lake
Hil-CountryLP-1,28.0904,-82.4671,Hil-CountryLP,Hillsborough,Country Lakes Pond,1,LW,Lake
Hil-CountryLP-2,28.0903,-82.4661,Hil-CountryLP,Hillsborough,Country Lakes Pond,2,LW,Lake
Hil-Cove-1,28.0106,-82.604,Hil-Cove,Hillsborough,Cove,1,LW,Lake
Hil-Cove-2,28.0097,-82.6033,Hil-Cove,Hillsborough,Cove,2,LW,Lake
Hil-Cove-3,28.0144,-82.6027,Hil-Cove,Hillsborough,Cove,3,LW,Lake
Hil-Crenshaw-1,28.1265,-82.4972,Hil-Crenshaw,Hillsborough,Crenshaw,1,LW,Lake
Hil-Crenshaw-2,28.1259,-82.496,Hil-Crenshaw,Hillsborough,Crenshaw,2,LW,Lake
Hil-Crenshaw-3,28.1254,-82.4948,Hil-Crenshaw,Hillsborough,Crenshaw,3,LW,Lake
Hil-Crescent-1,28.1598,-82.5935,Hil-Crescent,Hillsborough,Crescent,1,LW,Lake
Hil-Crescent-2,28.156,-82.5922,Hil-Crescent,Hillsborough,Crescent,2,LW,Lake
Hil-Crescent-3,28.1568,-82.5897,Hil-Crescent,Hillsborough,Crescent,3,LW,Lake
Hil-Crum-1,28.1189,-82.5085,Hil-Crum,Hillsborough,Crum,1,LW,Lake
Hil-Crum-2,28.119,-82.5071,Hil-Crum,Hillsborough,Crum,2,LW,Lake
Hil-Crum-3,28.1181,-82.5062,Hil-Crum,Hillsborough,Crum,3,LW,Lake
Hil-Crystal-1,28.1347,-82.4755,Hil-Crystal,Hillsborough,Crystal,1,LW,Lake
Hil-Crystal-2,28.1339,-82.4764,Hil-Crystal,Hillsborough,Crystal,2,LW,Lake
Hil-Crystal-3,28.1327,-82.4768,Hil-Crystal,Hillsborough,Crystal,3,LW,Lake
Hil-CurCrk124-1-1,28.06,-82.46,Hil-CurCrk124-1,Hillsborough,Curiosity Creek-124-1,1,LW,River/Stream
Hil-CurCrk124-2-1,28.06,-82.46,Hil-CurCrk124-2,Hillsborough,Curiosity Creek-124-2,1,LW,River/Stream
Hil-CurCrk124-3-1,28.06,-82.46,Hil-CurCrk124-3,Hillsborough,Curiosity Creek-124-3,1,LW,River/Stream
Hil-CurCrk143-1-1,28.0736,-82.4072,Hil-CurCrk143-1,Hillsborough,Curiosity Creek-143-1,1,LW,River/Stream
Hil-CurCrk143-2-1,28.0736,-82.4072,Hil-CurCrk143-2,Hillsborough,Curiosity Creek-143-2,1,LW,River/Stream
Hil-CurCrk143-3-1,28.0736,-82.4072,Hil-CurCrk143-3,Hillsborough,Curiosity Creek-143-3,1,LW,River/Stream
Hil-Cypress-1,28.1261,-82.5656,Hil-Cypress,Hillsborough,Cypress,1,LW,Lake
Hil-Cypress-2,28.1271,-82.5647,Hil-Cypress,Hillsborough,Cypress,2,LW,Lake
Hil-Cypress-3,28.1249,-82.5639,Hil-Cypress,Hillsborough,Cypress,3,LW,Lake
Hil-Cyreek107-1-1,28.0882,-82.4075,Hil-Cyreek107-1,Hillsborough,Cypress Creek-107-1,1,LW,River/Stream
Hil-Cyreek107-2-1,28.0882,-82.4075,Hil-Cyreek107-2,Hillsborough,Cypress Creek-107-2,1,LW,River/Stream
Hil-Cyreek107-3-1,28.0882,-82.4075,Hil-Cyreek107-3,Hillsborough,Cypress Creek-107-3,1,LW,River/Stream
Hil-Cyreek122-1-1,28.1611,-82.396,Hil-Cyreek122-1,Hillsborough,Cypress Creek-122-1,1,LW,River/Stream
Hil-Cyreek122-2-1,28.1611,-82.396,Hil-Cyreek122-2,Hillsborough,Cypress Creek-122-2,1,LW,River/Stream
Hil-Cyreek122-3-1,28.1611,-82.396,Hil-Cyreek122-3,Hillsborough,Cypress Creek-122-3,1,LW,River/Stream
Hil-Dan-1,28.1654,-82.645,Hil-Dan,Hillsborough,Dan,1,LW,Lake
Hil-Dan-2,28.1658,-82.6472,Hil-Dan,Hillsborough,Dan,2,LW,Lake
Hil-Dan-3,28.1649,-82.6493,Hil-Dan,Hillsborough,Dan,3,LW,Lake
Hil-DeadLady-1,28.1555,-82.5708,Hil-DeadLady,Hillsborough,Dead Lady,1,LW,Lake
Hil-DeadLady-2,28.1553,-82.5709,Hil-DeadLady,Hillsborough,Dead Lady,2,LW,Lake
Hil-DeadLady-3,28.155,-82.571,Hil-DeadLady,Hillsborough,Dead Lady,3,LW,Lake
Hil-Deer-1,28.169,-82.4628,Hil-Deer,Hillsborough,Deer,1,LW,Lake
Hil-Deer-2,28.1676,-82.4625,Hil-Deer,Hillsborough,Deer,2,LW,Lake
Hil-Deer-3,28.1663,-82.4623,Hil-Deer,Hillsborough,Deer,3,LW,Lake
Hil-Dlreek222-1-1,27.9192,-82.3849,Hil-Dlreek222-1,Hillsborough,Delaney Creek-222-1,1,LW,River/Stream
Hil-Dlreek222-2-1,27.9192,-82.3849,Hil-Dlreek222-2,Hillsborough,Delaney Creek-222-2,1,LW,River/Stream
Hil-Dlreek222-3-1,27.9192,-82.3849,Hil-Dlreek222-3,Hillsborough,Delaney Creek-222-3,1,LW,River/Stream
Hil-Dorothy-1,28.0603,-82.4801,Hil-Dorothy,Hillsborough,Dorothy,1,LW,Lake
Hil-Dorothy-2,28.0601,-82.48,Hil-Dorothy,Hillsborough,Dorothy,2,LW,Lake
Hil-Dorothy-3,28.0599,-82.4799,Hil-Dorothy,Hillsborough,Dorothy,3,LW,Lake
Hil-Dorsett-1,28.068,-82.4742,Hil-Dorsett,Hillsborough,Dorsett,1,LW,Lake
Hil-Dorsett-2,28.0675,-82.474,Hil-Dorsett,Hillsborough,Dorsett,2,LW,Lake
Hil-Dorsett-3,28.067,-82.4738,Hil-Dorsett,Hillsborough,Dorsett,3,LW,Lake
Hil-Dosson-1,28.1245,-82.5257,Hil-Dosson,Hillsborough,Dosson,1,LW,Lake
Hil-Dosson-2,28.1231,-82.5255,Hil-Dosson,Hillsborough,Dosson,2,LW,Lake
Hil-Dosson-3,28.1219,-82.5254,Hil-Dosson,Hillsborough,Dosson,3,LW,Lake
Hil-DbBrh-320-1-1,28.0135,-82.6329,Hil-DbBrh-320-1,Hillsborough,Double Branch-320-1,1,LW,River/Stream
Hil-DbBrh-320-2-1,28.0135,-82.6329,Hil-DbBrh-320-2,Hillsborough,Double Branch-320-2,1,LW,River/Stream
Hil-DbBrh-320-3-1,28.0135,-82.6329,Hil-DbBrh-320-3,Hillsborough,Double Branch-320-3,1,LW,River/Stream
Hil-East-1,27.9912,-82.3825,Hil-East,Hillsborough,East,1,LW,Lake
Hil-East-2,27.9904,-82.3802,Hil-East,Hillsborough,East,2,LW,Lake
Hil-East-3,27.9896,-82.3776,Hil-East,Hillsborough,East,3,LW,Lake
Hil-Echo-1,28.1084,-82.6048,Hil-Echo,Hillsborough,Echo,1,LW,Lake
Hil-Echo-2,28.1077,-82.6036,Hil-Echo,Hillsborough,Echo,2,LW,Lake
Hil-Echo-3,28.1071,-82.6024,Hil-Echo,Hillsborough,Echo,3,LW,Lake
Hil-Eckles-1,28.0567,-82.4711,Hil-Eckles,Hillsborough,Eckles,1,LW,Lake
Hil-Eckles-2,28.0551,-82.4714,Hil-Eckles,Hillsborough,Eckles,2,LW,Lake
Hil-Eckles-3,28.0537,-82.4741,Hil-Eckles,Hillsborough,Eckles,3,LW,Lake
Hil-Edna-1,27.9915,-82.477,Hil-Edna,Hillsborough,Edna,1,LW,Lake
Hil-Edna-2,27.9912,-82.4769,Hil-Edna,Hillsborough,Edna,2,LW,Lake
Hil-Edna-3,27.991,-82.4768,Hil-Edna,Hillsborough,Edna,3,LW,Lake
Hil-Egypt-1,28.0131,-82.4934,Hil-Egypt,Hillsborough,Egypt,1,LW,Lake
Hil-Egypt-2,28.0123,-82.4909,Hil-Egypt,Hillsborough,Egypt,2,LW,Lake
Hil-Egypt-3,28.0111,-82.4941,Hil-Egypt,Hillsborough,Egypt,3,LW,Lake
Hil-Elizabeth-1,28.1583,-82.5737,Hil-Elizabeth,Hillsborough,Elizabeth,1,LW,Lake
Hil-Elizabeth-2,28.1574,-82.5735,Hil-Elizabeth,Hillsborough,Elizabeth,2,LW,Lake
Hil-Elizabeth-3,28.1565,-82.5735,Hil-Elizabeth,Hillsborough,Elizabeth,3,LW,Lake
Hil-Ellen-1,28.0633,-82.4976,Hil-Ellen,Hillsborough,Ellen,1,LW,Lake
Hil-Ellen-2,28.0614,-82.4971,Hil-Ellen,Hillsborough,Ellen,2,LW,Lake
Hil-Ellen-3,28.0604,-82.4952,Hil-Ellen,Hillsborough,Ellen,3,LW,Lake
Hil-Enreek217-1-1,27.9298,-82.0656,Hil-Enreek217-1,Hillsborough,English Creek-217-1,1,LW,River/Stream
Hil-Enreek217-2-1,27.9298,-82.0656,Hil-Enreek217-2,Hillsborough,English Creek-217-2,1,LW,River/Stream
Hil-Enreek217-3-1,27.9298,-82.0656,Hil-Enreek217-3,Hillsborough,English Creek-217-3,1,LW,River/Stream
Hil-Estes-1,28.1203,-82.4664,Hil-Estes,Hillsborough,Estes,1,LW,Lake
Hil-Estes-2,28.1193,-82.4666,Hil-Estes,Hillsborough,Estes,2,LW,Lake
Hil-Estes-3,28.1192,-82.4653,Hil-Estes,Hillsborough,Estes,3,LW,Lake
Hil-Eva-1,28.1204,-82.5946,Hil-Eva,Hillsborough,Eva,1,LW,Lake
Hil-Eva-2,28.1202,-82.5944,Hil-Eva,Hillsborough,Eva,2,LW,Lake
Hil-Eva-3,28.1201,-82.5942,Hil-Eva,Hillsborough,Eva,3,LW,Lake
Hil-Fantasia-1,27.8702,-82.3507,Hil-Fantasia,Hillsborough,Fantasia,1,LW,Lake
Hil-Fantasia-2,27.8683,-82.3506,Hil-Fantasia,Hillsborough,Fantasia,2,LW,Lake
Hil-Fantasia-3,27.8668,-82.3505,Hil-Fantasia,Hillsborough,Fantasia,3,LW,Lake
Hil-Fleurde-1,28.0639,-82.4829,Hil-Fleurde,Hillsborough,Fleur de Lis,1,LW,Lake
Hil-Fleurde-2,28.0635,-82.483,Hil-Fleurde,Hillsborough,Fleur de Lis,2,LW,Lake
Hil-Fleurde-3,28.0632,-82.4831,Hil-Fleurde,Hillsborough,Fleur de Lis,3,LW,Lake
Hil-Creek-110-1-1,28.0764,-82.2634,Hil-Creek-110-1,Hillsborough,Flint Creek-110-1,1,LW,River/Stream
Hil-Creek-110-2-1,28.0764,-82.2634,Hil-Creek-110-2,Hillsborough,Flint Creek-110-2,1,LW,River/Stream
